time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-10-06T19:57:34.518Z,43.7034,16.8607,16.11,4.9,mb,,22,1.07,1.27,us,us6000fsew,2021-10-07T10:44:25.999Z,"7 km S of Orguz, Bosnia and Herzegovina",earthquake,2.7,4.4,0.062,80,reviewed,us,us
2021-10-06T15:54:20.374Z,-15.442,-173.3277,35,5.4,mb,,43,2.135,0.62,us,usd000g72h,2021-10-07T16:48:58.277Z,"75 km NE of Hihifo, Tonga",earthquake,9.2,1.9,0.025,562,reviewed,us,us
2021-10-06T08:12:55.045Z,31.2593,131.471,35,5.4,mww,,38,0.905,1.36,us,us6000fs8m,2021-10-07T17:03:18.664Z,"33 km SE of Kushima, Japan",earthquake,4.1,1.9,0.061,26,reviewed,us,us
2021-10-06T06:36:56.410Z,19.2256666666667,-155.398,32.69,4.55,ml,57,145,,0.12,hv,hv72742352,2021-10-11T02:29:47.222Z,"8 km ENE of Pāhala, Hawaii",earthquake,0.44,0.48,0.156343368352568,39,reviewed,hv,hv
2021-10-06T03:42:22.013Z,53.4836,-163.4948,11.68,4.5,mb,,164,1.181,0.78,us,us6000fs72,2021-10-08T03:31:08.040Z,"152 km S of False Pass, Alaska",earthquake,3.6,5.1,0.089,37,reviewed,us,us
2021-10-06T02:55:31.243Z,43.1908,146.7208,66.07,4.5,mb,,169,2.881,0.65,us,us6000fs6r,2021-10-06T03:29:11.040Z,"67 km S of Shikotan, Russia",earthquake,10.4,7.4,0.115,22,reviewed,us,us
2021-10-05T23:27:55.919Z,30.3937,94.8363,10,4.5,mb,,122,5.483,1.07,us,us6000fs51,2021-10-06T00:16:21.040Z,"211 km NNE of Shi Yomi, India",earthquake,10.4,1.5,0.102,28,reviewed,us,us
2021-10-05T19:37:48.025Z,6.8571,-73.0503,145.95,4.8,mb,,51,0.958,0.71,us,us6000fs0z,2021-10-05T20:08:27.825Z,"14 km NW of Cepitá, Colombia",earthquake,8.1,8,0.03,354,reviewed,us,us
2021-10-05T18:03:42.778Z,25.6386,125.0477,10,5.1,mww,,70,2.184,1.02,us,us6000frzp,2021-10-06T16:27:01.820Z,"95 km NNW of Hirara, Japan",earthquake,7.1,1.8,0.05,39,reviewed,us,us
2021-10-05T17:46:02.054Z,40.076,142.2531,44.77,5.7,mww,,15,1.153,0.86,us,us6000frzg,2021-10-07T07:15:28.829Z,"54 km NNE of Miyako, Japan",earthquake,6.6,4.1,0.046,45,reviewed,us,us
2021-10-05T17:30:27.543Z,25.7446,125.0424,8.38,5.4,mww,,34,2.237,0.86,us,us6000frzb,2021-10-06T17:35:30.258Z,"107 km NNW of Hirara, Japan",earthquake,6.4,3.4,0.049,40,reviewed,us,us
2021-10-05T16:08:06.692Z,-17.9287,-178.4967,563.55,4.5,mb,,114,3.291,0.68,us,us6000frz1,2021-10-11T14:54:16.040Z,"232 km E of Levuka, Fiji",earthquake,9.8,7,0.033,274,reviewed,us,us
2021-10-05T11:46:02.353Z,-10.1757,161.6067,91.5,4.7,mb,,65,1.791,0.55,us,us6000frwu,2021-10-05T12:18:33.040Z,"46 km NW of Kirakira, Solomon Islands",earthquake,9.2,7.1,0.048,132,reviewed,us,us
2021-10-05T09:07:33.411Z,-59.095,-23.0103,10,5,mb,,131,8.839,0.66,us,us6000frv3,2021-10-05T09:27:27.040Z,"South Sandwich Islands region",earthquake,11.4,2,0.08,50,reviewed,us,us
2021-10-05T08:51:08.115Z,2.7574,122.3383,533.94,4.5,mb,,72,2.256,0.53,us,us6000frv0,2021-10-05T09:21:29.040Z,"Celebes Sea",earthquake,11.4,9.1,0.088,38,reviewed,us,us
2021-10-05T07:59:57.586Z,36.865,66.6796,10,5.1,mww,,65,3.013,1.2,us,us6000frum,2021-10-06T04:21:39.932Z,"21 km SSW of Qarchī Gak, Afghanistan",earthquake,7.6,1.9,0.093,11,reviewed,us,us
2021-10-05T02:38:20.929Z,30.3423,94.7762,34.18,4.7,mb,,116,6.103,0.44,us,us6000frs4,2021-10-08T00:04:22.040Z,"204 km N of Shi Yomi, India",earthquake,9.3,3,0.083,44,reviewed,us,us
2021-10-05T01:12:16.136Z,13.7792,93.6855,60.3,5,mb,,74,5.309,0.51,us,us6000frr8,2021-10-05T22:54:28.040Z,"252 km NNE of Bamboo Flat, India",earthquake,12,7.3,0.141,16,reviewed,us,us
